"","UTLA20CD","year","gdp_deflation_multiplier","population","total_welfare","quarter","deflated_per_person_benefits","time"
"6990","E07000082",2009,NA,NA,20957842.84,4,NA,4
"6991","E07000082",2010,NA,NA,23850128.3333333,1,NA,5
"6992","E07000082",2010,NA,NA,23343448.68,2,NA,6
"6993","E07000082",2010,NA,NA,23738499.24,2,NA,6
"6994","E07000082",2010,NA,NA,23493139.68,3,NA,7
"6995","E07000082",2010,NA,NA,23675562.8,4,NA,8
"6996","E07000082",2011,NA,NA,23913077.76,1,NA,9
"6997","E07000082",2011,NA,NA,24179430.41,2,NA,10
"6998","E07000082",2011,NA,NA,24274370.84,2,NA,10
"6999","E07000082",2011,NA,NA,24112304,3,NA,11
"7000","E07000082",2011,NA,NA,23872840.52,4,NA,12
"7001","E07000082",2012,NA,NA,24354803.88,1,NA,13
"7002","E07000082",2012,NA,NA,24156044.52,2,NA,14
"7003","E07000082",2012,NA,NA,24830506.92,2,NA,14
"7004","E07000082",2012,NA,NA,24310324.96,3,NA,15
"7005","E07000082",2012,NA,NA,24180174.7733333,4,NA,16
"7006","E07000082",2013,NA,NA,24111633.76,1,NA,17
"7007","E07000082",2013,NA,NA,24341787.97,2,NA,18
"7008","E07000082",2013,NA,NA,24219243.64,2,NA,18
"7009","E07000082",2013,NA,NA,24313635.3466667,3,NA,19
"7010","E07000082",2013,NA,NA,24186601.48,4,NA,20
"7011","E07000082",2014,NA,NA,22760960.8966667,1,NA,21
"7012","E07000082",2014,NA,NA,22902075.52,2,NA,22
"7013","E07000082",2014,NA,NA,22845831.25,2,NA,22
"7014","E07000082",2014,NA,NA,22815801.0933333,3,NA,23
"7015","E07000082",2014,NA,NA,22703467.5533333,4,NA,24
"7016","E07000082",2015,NA,NA,22838572.49,1,NA,25
"7017","E07000082",2015,NA,NA,22692764.9325,2,NA,26
"7018","E07000082",2015,NA,NA,22957352.46,2,NA,26
"7019","E07000082",2015,NA,NA,22631824.6766667,3,NA,27
"7020","E07000082",2015,NA,NA,22688095.68,4,NA,28
"7021","E07000082",2016,NA,NA,22534662.32,1,NA,29
"7022","E07000082",2016,NA,NA,22620396.675,2,NA,30
"7023","E07000082",2016,NA,NA,22399555.08,2,NA,30
"7024","E07000082",2016,NA,NA,22628971.92,3,NA,31
"7025","E07000082",2016,NA,NA,22540015.81,4,NA,32
"7026","E07000082",2017,NA,NA,21566596.98,1,NA,33
"7027","E07000082",2017,NA,NA,22016013.495,2,NA,34
"7028","E07000082",2017,NA,NA,21325278.84,2,NA,34
"7029","E07000082",2017,NA,NA,21964818.6,3,NA,35
"7030","E07000082",2017,NA,NA,21739392.8633333,4,NA,36
"7031","E07000082",2018,NA,NA,20017270.9066667,1,NA,37
"7032","E07000082",2018,NA,NA,20812779.665,2,NA,38
"7033","E07000082",2018,NA,NA,19118708.93,2,NA,38
"7034","E07000082",2018,NA,NA,20726199.4633333,3,NA,39
"7035","E07000082",2018,NA,NA,20370596.1066667,4,NA,40
"7036","E07000082",2019,NA,NA,16709524.6133333,1,NA,41
"7037","E07000082",2019,NA,NA,17625912.28,2,NA,42
"7038","E07000082",2019,NA,NA,16619879.41,2,NA,42
"7039","E07000082",2019,NA,NA,17223587.52,3,NA,43
"7040","E07000082",2019,NA,NA,16927534.7,4,NA,44
"7041","E07000082",2020,NA,NA,15001039.3466667,1,NA,45
"7042","E07000082",2020,NA,NA,15341346.585,2,NA,46
"7043","E07000082",2020,NA,NA,15226582.8,2,NA,46
"7044","E07000082",2020,NA,NA,15210419.44,3,NA,47
"7045","E07000082",2020,NA,NA,15076023.3833333,4,NA,48
"7049","E07000083",2009,NA,NA,15768484,2,NA,2
"7050","E07000083",2009,NA,NA,15035276.8933333,1,NA,1
"7051","E07000083",2009,NA,NA,14516583.4,4,NA,4
"7052","E07000083",2010,NA,NA,16703681.68,1,NA,5
"7053","E07000083",2010,NA,NA,16417098.24,2,NA,6
"7054","E07000083",2010,NA,NA,16778780.16,2,NA,6
"7055","E07000083",2010,NA,NA,16475486.2,3,NA,7
"7056","E07000083",2010,NA,NA,16570459.08,4,NA,8
"7057","E07000083",2011,NA,NA,17044694.32,1,NA,9
"7058","E07000083",2011,NA,NA,17035509.99,2,NA,10
"7059","E07000083",2011,NA,NA,17227463.16,2,NA,10
"7060","E07000083",2011,NA,NA,17126800.56,3,NA,11
"7061","E07000083",2011,NA,NA,16896240.4,4,NA,12
"7062","E07000083",2012,NA,NA,17292624.69,2,NA,14
"7063","E07000083",2012,NA,NA,17905758.12,2,NA,14
"7064","E07000083",2012,NA,NA,17474927.9466667,1,NA,13
"7065","E07000083",2012,NA,NA,17348852.4133333,3,NA,15
"7066","E07000083",2012,NA,NA,17354564.88,4,NA,16
"7067","E07000083",2013,NA,NA,17720773.98,2,NA,18
"7068","E07000083",2013,NA,NA,17836226.04,2,NA,18
"7069","E07000083",2013,NA,NA,17781006.2266667,1,NA,17
"7070","E07000083",2013,NA,NA,17745812.64,3,NA,19
"7071","E07000083",2013,NA,NA,17692669.84,4,NA,20
"7072","E07000083",2014,NA,NA,16978304.36,2,NA,22
"7073","E07000083",2014,NA,NA,16838590.1,2,NA,22
"7074","E07000083",2014,NA,NA,16794190.12,1,NA,21
"7075","E07000083",2014,NA,NA,16909986.4966667,3,NA,23
"7076","E07000083",2014,NA,NA,16776445.9266667,4,NA,24
"7077","E07000083",2015,NA,NA,16938568.22,2,NA,26
"7078","E07000083",2015,NA,NA,17016776.36,2,NA,26
"7079","E07000083",2015,NA,NA,16890348.9733333,1,NA,25
"7080","E07000083",2015,NA,NA,16837250.47,3,NA,27
"7081","E07000083",2015,NA,NA,16807320.76,4,NA,28
"7082","E07000083",2016,NA,NA,16829491.2866667,1,NA,29
"7083","E07000083",2016,NA,NA,16843786.14,2,NA,30
"7084","E07000083",2016,NA,NA,16813705.2,2,NA,30
"7085","E07000083",2016,NA,NA,16861503.48,3,NA,31
"7086","E07000083",2016,NA,NA,16804391.88,4,NA,32
"7087","E07000083",2017,NA,NA,16394704.1,1,NA,33
"7088","E07000083",2017,NA,NA,16708378.425,2,NA,34
"7089","E07000083",2017,NA,NA,16315332.96,2,NA,34
"7090","E07000083",2017,NA,NA,16521938.8266667,4,NA,36
"7091","E07000083",2017,NA,NA,16737736.1933333,3,NA,35
"7092","E07000083",2018,NA,NA,15937577.5,1,NA,37
"7093","E07000083",2018,NA,NA,16311549.47,2,NA,38
"7094","E07000083",2018,NA,NA,15149975.84,2,NA,38
"7095","E07000083",2018,NA,NA,16110406.9233333,4,NA,40
"7096","E07000083",2018,NA,NA,16163320.9133333,3,NA,39
"7097","E07000083",2019,NA,NA,13217505.47,1,NA,41
"7098","E07000083",2019,NA,NA,13937093.4725,2,NA,42
"7099","E07000083",2019,NA,NA,13061158.19,2,NA,42
"7100","E07000083",2019,NA,NA,13410651.86,4,NA,44
"7101","E07000083",2019,NA,NA,13616356.0766667,3,NA,43
"7102","E07000083",2020,NA,NA,11421092.6566667,1,NA,45
"7103","E07000083",2020,NA,NA,11760195.24,2,NA,46
"7104","E07000083",2020,NA,NA,11652118.74,2,NA,46
"7105","E07000083",2020,NA,NA,11498032.4,4,NA,48
"7106","E07000083",2020,NA,NA,11630374.1633333,3,NA,47
"7110","E07000084",2009,NA,NA,30547356.2,1,NA,1
"7111","E07000084",2009,NA,NA,31829332.36,2,NA,2
"7112","E07000084",2009,NA,NA,29195675.8,4,NA,4
"7113","E07000084",2010,NA,NA,34914794.5466667,1,NA,5
"7114","E07000084",2010,NA,NA,32844218.62,2,NA,6
"7115","E07000084",2010,NA,NA,35318771.68,2,NA,6
"7116","E07000084",2010,NA,NA,33978669.64,3,NA,7
"7117","E07000084",2010,NA,NA,34490513.96,4,NA,8
"7118","E07000084",2011,NA,NA,35884752.96,1,NA,9
"7119","E07000084",2011,NA,NA,35604004.5,2,NA,10
"7120","E07000084",2011,NA,NA,36459286.8,2,NA,10
"7121","E07000084",2011,NA,NA,35638600.5466667,3,NA,11
"7122","E07000084",2011,NA,NA,35494879.92,4,NA,12
"7123","E07000084",2012,NA,NA,37407058.52,1,NA,13
"7124","E07000084",2012,NA,NA,36865202.8,2,NA,14
"7125","E07000084",2012,NA,NA,38249060.56,2,NA,14
"7126","E07000084",2012,NA,NA,37070916.4533333,3,NA,15
"7127","E07000084",2012,NA,NA,36941747.3733333,4,NA,16
"7128","E07000084",2013,NA,NA,38140749.0133333,1,NA,17
"7129","E07000084",2013,NA,NA,37894159.36,2,NA,18
"7130","E07000084",2013,NA,NA,38108176.84,2,NA,18
"7131","E07000084",2013,NA,NA,38099140.8266667,3,NA,19
"7132","E07000084",2013,NA,NA,38003833.48,4,NA,20
"7133","E07000084",2014,NA,NA,35325986.64,1,NA,21
"7134","E07000084",2014,NA,NA,35554551.76,2,NA,22
"7135","E07000084",2014,NA,NA,35550507.64,2,NA,22
"7136","E07000084",2014,NA,NA,35524009.02,3,NA,23
"7137","E07000084",2014,NA,NA,35127686.92,4,NA,24
"7138","E07000084",2015,NA,NA,35377041.3,1,NA,25
"7139","E07000084",2015,NA,NA,35270505.91,2,NA,26
"7140","E07000084",2015,NA,NA,35669469.85,2,NA,26
"7141","E07000084",2015,NA,NA,35186621.2933333,3,NA,27
"7142","E07000084",2015,NA,NA,35016244.8466667,4,NA,28
"7143","E07000084",2016,NA,NA,35219440.02,1,NA,29
"7144","E07000084",2016,NA,NA,35313048.67,2,NA,30
"7145","E07000084",2016,NA,NA,34997103.94,2,NA,30
"7146","E07000084",2016,NA,NA,35291305.5266667,3,NA,31
"7147","E07000084",2016,NA,NA,35104362.1333333,4,NA,32
"7148","E07000084",2017,NA,NA,33289397.3466667,1,NA,33
"7149","E07000084",2017,NA,NA,34249495.6375,2,NA,34
"7150","E07000084",2017,NA,NA,33157661.2,2,NA,34
"7151","E07000084",2017,NA,NA,34028944.16,3,NA,35
"7152","E07000084",2017,NA,NA,33515748.27,4,NA,36
"7153","E07000084",2018,NA,NA,32378986.8733333,1,NA,37
"7154","E07000084",2018,NA,NA,32934475.56,2,NA,38
"7155","E07000084",2018,NA,NA,31344406.62,2,NA,38
"7156","E07000084",2018,NA,NA,32436870.88,3,NA,39
"7157","E07000084",2018,NA,NA,32177290.5033333,4,NA,40
"7158","E07000084",2019,NA,NA,27282942.8166667,1,NA,41
"7159","E07000084",2019,NA,NA,29798144.31,2,NA,42
"7160","E07000084",2019,NA,NA,27037429.8,2,NA,42
"7161","E07000084",2019,NA,NA,28723399.47,3,NA,43
"7162","E07000084",2019,NA,NA,27803513.2833333,4,NA,44
"7163","E07000084",2020,NA,NA,23487191.1333333,1,NA,45
"7164","E07000084",2020,NA,NA,24283228.425,2,NA,46
"7165","E07000084",2020,NA,NA,24033352.92,2,NA,46
"7166","E07000084",2020,NA,NA,23911006.8666667,3,NA,47
"7167","E07000084",2020,NA,NA,23551614.5366667,4,NA,48
"7171","E07000085",2009,NA,NA,18167013.8133333,1,NA,1
"7172","E07000085",2009,NA,NA,18974787.48,2,NA,2
"7173","E07000085",2009,NA,NA,17579323.44,4,NA,4
"7174","E07000085",2010,NA,NA,20054712.08,1,NA,5
"7175","E07000085",2010,NA,NA,19543505.12,2,NA,6
"7176","E07000085",2010,NA,NA,20096920.04,2,NA,6
"7177","E07000085",2010,NA,NA,19737667.56,3,NA,7
"7178","E07000085",2010,NA,NA,19832507.04,4,NA,8
"7179","E07000085",2011,NA,NA,20287698.0666667,1,NA,9
"7180","E07000085",2011,NA,NA,20260931.4,2,NA,10
"7181","E07000085",2011,NA,NA,20459359.08,2,NA,10
"7182","E07000085",2011,NA,NA,20220816.24,3,NA,11
"7183","E07000085",2011,NA,NA,20183899.1333333,4,NA,12
"7184","E07000085",2012,NA,NA,20711420.68,1,NA,13
"7185","E07000085",2012,NA,NA,20443066.38,2,NA,14
"7186","E07000085",2012,NA,NA,21203968.2,2,NA,14
"7187","E07000085",2012,NA,NA,20555158.92,3,NA,15
"7188","E07000085",2012,NA,NA,20521817.6933333,4,NA,16
"7189","E07000085",2013,NA,NA,20813398.56,1,NA,17
"7190","E07000085",2013,NA,NA,20859418.12,2,NA,18
"7191","E07000085",2013,NA,NA,20944938.04,2,NA,18
"7192","E07000085",2013,NA,NA,20757228.8533333,3,NA,19
"7193","E07000085",2013,NA,NA,20821784.12,4,NA,20
"7194","E07000085",2014,NA,NA,19494575.3,1,NA,21
"7195","E07000085",2014,NA,NA,19700158.44,2,NA,22
"7196","E07000085",2014,NA,NA,19625257.8,2,NA,22
"7197","E07000085",2014,NA,NA,19576267.86,3,NA,23
"7198","E07000085",2014,NA,NA,19452447.2333333,4,NA,24
"7199","E07000085",2015,NA,NA,19468283.3233333,1,NA,25
"7200","E07000085",2015,NA,NA,19478512.0475,2,NA,26
"7201","E07000085",2015,NA,NA,19535956.49,2,NA,26
"7202","E07000085",2015,NA,NA,19389839.7933333,3,NA,27
"7203","E07000085",2015,NA,NA,19316368.28,4,NA,28
"7204","E07000085",2016,NA,NA,19169077.1066667,1,NA,29
"7205","E07000085",2016,NA,NA,19140654.04,2,NA,30
"7206","E07000085",2016,NA,NA,19021316.2,2,NA,30
"7207","E07000085",2016,NA,NA,19239146.28,3,NA,31
"7208","E07000085",2016,NA,NA,19193162.0866667,4,NA,32
"7209","E07000085",2017,NA,NA,18216538.5733333,1,NA,33
"7210","E07000085",2017,NA,NA,18574213.48,2,NA,34
"7211","E07000085",2017,NA,NA,17973053.32,2,NA,34
"7212","E07000085",2017,NA,NA,18554155.6466667,3,NA,35
"7213","E07000085",2017,NA,NA,18317917.6266667,4,NA,36
"7214","E07000085",2018,NA,NA,17672082.5733333,1,NA,37
"7215","E07000085",2018,NA,NA,17836326.57,2,NA,38
"7216","E07000085",2018,NA,NA,17134375.92,2,NA,38
"7217","E07000085",2018,NA,NA,17653414.3733333,3,NA,39
"7218","E07000085",2018,NA,NA,17525527.8933333,4,NA,40
"7219","E07000085",2019,NA,NA,15849776.1866667,1,NA,41
"7220","E07000085",2019,NA,NA,16545025.6975,2,NA,42
"7221","E07000085",2019,NA,NA,15599099.56,2,NA,42
"7222","E07000085",2019,NA,NA,16451112.6533333,3,NA,43
"7223","E07000085",2019,NA,NA,16182316.76,4,NA,44
"7224","E07000085",2020,NA,NA,13654462.7533333,1,NA,45
"7225","E07000085",2020,NA,NA,14127769.26,2,NA,46
"7226","E07000085",2020,NA,NA,14005952.49,2,NA,46
"7227","E07000085",2020,NA,NA,13981167.98,3,NA,47
"7228","E07000085",2020,NA,NA,13779463.58,4,NA,48
"7232","E07000086",2009,NA,NA,22118165.82,4,NA,4
"7233","E07000086",2009,NA,NA,22717828.72,1,NA,1
"7234","E07000086",2009,NA,NA,23647446.36,2,NA,2
"7235","E07000086",2010,NA,NA,25061988.72,4,NA,8
"7236","E07000086",2010,NA,NA,25126970.2,1,NA,5
"7237","E07000086",2010,NA,NA,24506578.8,2,NA,6
"7238","E07000086",2010,NA,NA,25233495.6,2,NA,6
"7239","E07000086",2010,NA,NA,24775182.2266667,3,NA,7
"7240","E07000086",2011,NA,NA,25957202.32,3,NA,11
"7241","E07000086",2011,NA,NA,25923408.5066667,4,NA,12
"7242","E07000086",2011,NA,NA,26177851.1333333,1,NA,9
"7243","E07000086",2011,NA,NA,25827483.64,2,NA,10
"7244","E07000086",2011,NA,NA,26508375.28,2,NA,10
"7245","E07000086",2012,NA,NA,26759035.44,3,NA,15
"7246","E07000086",2012,NA,NA,26686808.4,4,NA,16
"7247","E07000086",2012,NA,NA,26952404.2933333,1,NA,13
"7248","E07000086",2012,NA,NA,26609985.12,2,NA,14
"7249","E07000086",2012,NA,NA,27391239.36,2,NA,14
"7250","E07000086",2013,NA,NA,27183120.2666667,3,NA,19
"7251","E07000086",2013,NA,NA,27146131.32,4,NA,20
"7252","E07000086",2013,NA,NA,27167609.8266667,1,NA,17
"7253","E07000086",2013,NA,NA,27174801.06,2,NA,18
"7254","E07000086",2013,NA,NA,27180549.72,2,NA,18
"7255","E07000086",2014,NA,NA,25396781.8366667,3,NA,23
"7256","E07000086",2014,NA,NA,25306587.19,4,NA,24
"7257","E07000086",2014,NA,NA,25313449.9533333,1,NA,21
"7258","E07000086",2014,NA,NA,25676591.67,2,NA,22
"7259","E07000086",2014,NA,NA,25515931.2,2,NA,22
"7260","E07000086",2015,NA,NA,25397744.32,3,NA,27
"7261","E07000086",2015,NA,NA,25358402.8,4,NA,28
"7262","E07000086",2015,NA,NA,25532170.4,1,NA,25
"7263","E07000086",2015,NA,NA,25433673.26,2,NA,26
"7264","E07000086",2015,NA,NA,25685887.34,2,NA,26
"7265","E07000086",2016,NA,NA,25235404.36,3,NA,31
"7266","E07000086",2016,NA,NA,25119051.6533333,4,NA,32
"7267","E07000086",2016,NA,NA,25060567.7333333,1,NA,29
"7268","E07000086",2016,NA,NA,25418481.02,2,NA,30
"7269","E07000086",2016,NA,NA,24869870.63,2,NA,30
"7270","E07000086",2017,NA,NA,23844266.3733333,4,NA,36
"7271","E07000086",2017,NA,NA,23640605.8133333,1,NA,33
"7272","E07000086",2017,NA,NA,24389670.975,2,NA,34
"7273","E07000086",2017,NA,NA,23374976.16,2,NA,34
"7274","E07000086",2017,NA,NA,24212819.7566667,3,NA,35
"7275","E07000086",2018,NA,NA,21720349.8533333,3,NA,39
"7276","E07000086",2018,NA,NA,21060518.2533333,4,NA,40
"7277","E07000086",2018,NA,NA,20730080.7366667,1,NA,37
"7278","E07000086",2018,NA,NA,22254410.1075,2,NA,38
"7279","E07000086",2018,NA,NA,19716885.48,2,NA,38
"7280","E07000086",2019,NA,NA,17871085.4333333,3,NA,43
"7281","E07000086",2019,NA,NA,17388013.2733333,1,NA,41
"7282","E07000086",2019,NA,NA,18240108.24,2,NA,42
"7283","E07000086",2019,NA,NA,17279298,2,NA,42
"7284","E07000086",2019,NA,NA,17578857.7866667,4,NA,44
"7285","E07000086",2020,NA,NA,15708464.6433333,3,NA,47
"7286","E07000086",2020,NA,NA,15427847.8066667,1,NA,45
"7287","E07000086",2020,NA,NA,15825957.955,2,NA,46
"7288","E07000086",2020,NA,NA,15734382.52,2,NA,46
"7289","E07000086",2020,NA,NA,15560975.51,4,NA,48
"7293","E07000087",2009,NA,NA,17002577.2266667,1,NA,1
"7294","E07000087",2009,NA,NA,17567220.84,2,NA,2
"7295","E07000087",2009,NA,NA,16366265.4,4,NA,4
"7296","E07000087",2010,NA,NA,18661155.6133333,1,NA,5
"7297","E07000087",2010,NA,NA,18285611.25,2,NA,6
"7298","E07000087",2010,NA,NA,18390352.56,3,NA,7
"7299","E07000087",2010,NA,NA,18785286.72,2,NA,6
"7300","E07000087",2010,NA,NA,18514369.8,4,NA,8
"7301","E07000087",2011,NA,NA,19106490.88,1,NA,9
"7302","E07000087",2011,NA,NA,19077656.2,3,NA,11
"7303","E07000087",2011,NA,NA,19016507.97,2,NA,10
"7304","E07000087",2011,NA,NA,19446275.88,2,NA,10
"7305","E07000087",2011,NA,NA,18972827,4,NA,12
"7306","E07000087",2012,NA,NA,19690338.28,1,NA,13
"7307","E07000087",2012,NA,NA,19311874.66,2,NA,14
"7308","E07000087",2012,NA,NA,20103527.08,2,NA,14
"7309","E07000087",2012,NA,NA,19502411.8,3,NA,15
"7310","E07000087",2012,NA,NA,19476290.68,4,NA,16
"7311","E07000087",2013,NA,NA,19835992.8666667,1,NA,17
"7312","E07000087",2013,NA,NA,19752339.72,2,NA,18
"7313","E07000087",2013,NA,NA,19820082.12,2,NA,18
"7314","E07000087",2013,NA,NA,19709919.9066667,3,NA,19
"7315","E07000087",2013,NA,NA,19695964.8,4,NA,20
"7316","E07000087",2014,NA,NA,18397988.25,1,NA,21
"7317","E07000087",2014,NA,NA,18606149.7466667,3,NA,23
"7318","E07000087",2014,NA,NA,18748023.3,2,NA,22
"7319","E07000087",2014,NA,NA,18398883.78,2,NA,22
"7320","E07000087",2014,NA,NA,18376114.8166667,4,NA,24
"7321","E07000087",2015,NA,NA,18476222.42,1,NA,25
"7322","E07000087",2015,NA,NA,18315440.97,2,NA,26
"7323","E07000087",2015,NA,NA,18670591.74,2,NA,26
"7324","E07000087",2015,NA,NA,18243318.5766667,3,NA,27
"7325","E07000087",2015,NA,NA,18289761.16,4,NA,28
"7326","E07000087",2016,NA,NA,18271632.0266667,1,NA,29
"7327","E07000087",2016,NA,NA,18237995.16,2,NA,30
"7328","E07000087",2016,NA,NA,18122477.55,2,NA,30
"7329","E07000087",2016,NA,NA,18232678.88,3,NA,31
"7330","E07000087",2016,NA,NA,18186717.8566667,4,NA,32
"7331","E07000087",2017,NA,NA,17366097.7133333,1,NA,33
"7332","E07000087",2017,NA,NA,17868151.325,2,NA,34
"7333","E07000087",2017,NA,NA,17267611.34,2,NA,34
"7334","E07000087",2017,NA,NA,17770096.5,3,NA,35
"7335","E07000087",2017,NA,NA,17492991.93,4,NA,36
"7336","E07000087",2018,NA,NA,16980298.2,1,NA,37
"7337","E07000087",2018,NA,NA,17095146.3125,2,NA,38
"7338","E07000087",2018,NA,NA,16242744.2,2,NA,38
"7339","E07000087",2018,NA,NA,16965611.8266667,3,NA,39
"7340","E07000087",2018,NA,NA,16892732.2133333,4,NA,40
"7341","E07000087",2019,NA,NA,15283156.45,1,NA,41
"7342","E07000087",2019,NA,NA,15799363.19,2,NA,42
"7343","E07000087",2019,NA,NA,15128691.8,2,NA,42
"7344","E07000087",2019,NA,NA,15768315.0933333,3,NA,43
"7345","E07000087",2019,NA,NA,15647610.71,4,NA,44
"7346","E07000087",2020,NA,NA,13041049.84,1,NA,45
"7347","E07000087",2020,NA,NA,13579648.24,2,NA,46
"7348","E07000087",2020,NA,NA,13290375.37,2,NA,46
"7349","E07000087",2020,NA,NA,13389546.32,3,NA,47
"7350","E07000087",2020,NA,NA,13159785.8266667,4,NA,48
"7354","E07000088",2009,NA,NA,21029984.48,1,NA,1
"7355","E07000088",2009,NA,NA,21699836.4,2,NA,2
"7356","E07000088",2009,NA,NA,20415502.92,4,NA,4
"7357","E07000088",2010,NA,NA,23444096.7866667,1,NA,5
"7358","E07000088",2010,NA,NA,22554223.4,2,NA,6
"7359","E07000088",2010,NA,NA,23592877.28,2,NA,6
"7360","E07000088",2010,NA,NA,23055676.52,4,NA,8
"7361","E07000088",2010,NA,NA,22653724.0933333,3,NA,7
"7362","E07000088",2011,NA,NA,24173025.9466667,1,NA,9
"7363","E07000088",2011,NA,NA,23860053.65,2,NA,10
"7364","E07000088",2011,NA,NA,24504585.56,2,NA,10
"7365","E07000088",2011,NA,NA,23862597.72,4,NA,12
"7366","E07000088",2011,NA,NA,23824476.5466667,3,NA,11
"7367","E07000088",2012,NA,NA,25336969.32,1,NA,13
"7368","E07000088",2012,NA,NA,25816901.4,2,NA,14
"7369","E07000088",2012,NA,NA,24937318.4266667,4,NA,16
"7370","E07000088",2012,NA,NA,24700676.94,2,NA,14
"7371","E07000088",2012,NA,NA,24813333.7733333,3,NA,15
"7372","E07000088",2013,NA,NA,25940398.6533333,1,NA,17
"7373","E07000088",2013,NA,NA,25619669,2,NA,18
"7374","E07000088",2013,NA,NA,26062837.16,2,NA,18
"7375","E07000088",2013,NA,NA,25727611.8533333,4,NA,20
"7376","E07000088",2013,NA,NA,25641233.76,3,NA,19
"7377","E07000088",2014,NA,NA,24144930.7233333,1,NA,21
"7378","E07000088",2014,NA,NA,24524576.04,2,NA,22
"7379","E07000088",2014,NA,NA,24239483.2,4,NA,24
"7380","E07000088",2014,NA,NA,24196281.9,2,NA,22
"7381","E07000088",2014,NA,NA,24359949.0666667,3,NA,23
"7382","E07000088",2015,NA,NA,24029974.1933333,4,NA,28
"7383","E07000088",2015,NA,NA,24204618.08,1,NA,25
"7384","E07000088",2015,NA,NA,24048366.8175,2,NA,26
"7385","E07000088",2015,NA,NA,24342874.11,2,NA,26
"7386","E07000088",2015,NA,NA,24096733.28,3,NA,27
"7387","E07000088",2016,NA,NA,23853801.42,4,NA,32
"7388","E07000088",2016,NA,NA,23878514.5166667,1,NA,29
"7389","E07000088",2016,NA,NA,24082387.3,2,NA,30
"7390","E07000088",2016,NA,NA,23722798,2,NA,30
"7391","E07000088",2016,NA,NA,23931662.5533333,3,NA,31
"7392","E07000088",2017,NA,NA,22799510.4566667,4,NA,36
"7393","E07000088",2017,NA,NA,22745304.2933333,1,NA,33
"7394","E07000088",2017,NA,NA,23242080.855,2,NA,34
"7395","E07000088",2017,NA,NA,22592470.2,2,NA,34
"7396","E07000088",2017,NA,NA,23129838.0433333,3,NA,35
"7397","E07000088",2018,NA,NA,21795844.9066667,4,NA,40
"7398","E07000088",2018,NA,NA,21973588.36,1,NA,37
"7399","E07000088",2018,NA,NA,22202926.325,2,NA,38
"7400","E07000088",2018,NA,NA,21226676.66,2,NA,38
"7401","E07000088",2018,NA,NA,22013204.98,3,NA,39
"7402","E07000088",2019,NA,NA,20711597.2166667,4,NA,44
"7403","E07000088",2019,NA,NA,20273663.95,1,NA,41
"7404","E07000088",2019,NA,NA,20758457.975,2,NA,42
"7405","E07000088",2019,NA,NA,19935151.16,2,NA,42
"7406","E07000088",2019,NA,NA,20681769.76,3,NA,43
"7407","E07000088",2020,NA,NA,17209742.5066667,1,NA,45
"7408","E07000088",2020,NA,NA,17398278.37,4,NA,48
"7409","E07000088",2020,NA,NA,18064783.2975,2,NA,46
"7410","E07000088",2020,NA,NA,17373484.68,2,NA,46
"7411","E07000088",2020,NA,NA,17689790,3,NA,47
"7415","E07000089",2009,NA,NA,10493683.7066667,1,NA,1
"7416","E07000089",2009,NA,NA,10976817.68,2,NA,2
"7417","E07000089",2009,NA,NA,10048272.92,4,NA,4
"7418","E07000089",2010,NA,NA,11600977.4,1,NA,5
"7419","E07000089",2010,NA,NA,11371734.51,2,NA,6
"7420","E07000089",2010,NA,NA,11692585.44,2,NA,6
"7421","E07000089",2010,NA,NA,11445553,3,NA,7
"7422","E07000089",2010,NA,NA,11521516.88,4,NA,8
"7423","E07000089",2011,NA,NA,11990425.92,1,NA,9
"7424","E07000089",2011,NA,NA,11793821.76,2,NA,10
"7425","E07000089",2011,NA,NA,12165691.8,2,NA,10
"7426","E07000089",2011,NA,NA,11868300.0666667,3,NA,11
"7427","E07000089",2011,NA,NA,11859928.84,4,NA,12
"7428","E07000089",2012,NA,NA,12101921.08,1,NA,13
"7429","E07000089",2012,NA,NA,12059126.7,2,NA,14
"7430","E07000089",2012,NA,NA,12424992.84,2,NA,14
"7431","E07000089",2012,NA,NA,12058847.9866667,3,NA,15
"7432","E07000089",2012,NA,NA,12018867.9866667,4,NA,16
"7433","E07000089",2013,NA,NA,12481350.44,1,NA,17
"7434","E07000089",2013,NA,NA,12371370.74,2,NA,18
"7435","E07000089",2013,NA,NA,12635810.72,2,NA,18
"7436","E07000089",2013,NA,NA,12456450.08,3,NA,19
"7437","E07000089",2013,NA,NA,12460600.5066667,4,NA,20
"7438","E07000089",2014,NA,NA,11653322.66,1,NA,21
"7439","E07000089",2014,NA,NA,11794495.53,2,NA,22
"7440","E07000089",2014,NA,NA,11698874.46,2,NA,22
"7441","E07000089",2014,NA,NA,11724794.7333333,3,NA,23
"7442","E07000089",2014,NA,NA,11583350.78,4,NA,24
"7443","E07000089",2015,NA,NA,11754337.0533333,1,NA,25
"7444","E07000089",2015,NA,NA,11697711.52,2,NA,26
"7445","E07000089",2015,NA,NA,11834965.03,2,NA,26
"7446","E07000089",2015,NA,NA,11632685.4733333,3,NA,27
"7447","E07000089",2015,NA,NA,11630598.66,4,NA,28
"7448","E07000089",2016,NA,NA,11659856.8533333,1,NA,29
"7449","E07000089",2016,NA,NA,11717354.81,2,NA,30
"7450","E07000089",2016,NA,NA,11470852.64,2,NA,30
"7451","E07000089",2016,NA,NA,11716118.8766667,3,NA,31
